NPI,Gender,State,Region,Credentials,Specialty,Specialty,Opioids,OO.Av,N.Opioids,NO.Av,Opioid.Prescriber,,,,,
1750493474,M,TN,S,MD,Internal Medicine,MD,23,1,248,1,1,,,,,
1750495008,F,NY,NE,N.P.,Nurse Practitioner,NP,131,1,2904,1,1,,,,,
1750496436,M,OR,W,M.D.,Internal Medicine,MD,1174,1,10472,1,1,,,,,
1750501201,F,TX,S,"RN,CFNP",Nurse Practitioner,NP,0,0,23,1,0,,,,,
1750501458,F,FL,S,DDS,Dentist,DDS,0,0,31,1,1,,,,,
1750503041,M,AL,S,M.D.,Family Practice,MD,511,1,5986,1,1,,,,,
1750503132,M,WA,W,M.D.,Radiation Oncology,MD,0,0,13,1,1,,,,,
1750503462,F,NY,NE,P.A.,Physician Assistant,PA,423,1,228,1,1,,,,,
1750504023,F,IL,MW,NP,Nurse Practitioner,NP,0,0,32,1,0,,,,,
1750504577,F,CA,W,MD,Hematology/Oncology,MD,0,0,38,1,1,,,,,
1750505384,F,WV,S,M.D.,Psychiatry,MD,12,1,1713,1,1,,,,,
1750509261,M,CA,W,DDS,Dentist,DDS,0,0,12,1,0,,,,,
1750509907,M,ME,NE,D.M.D.,Dentist,DDS,0,0,15,1,0,,,,,
1750514964,M,FL,S,M.D.,Preventive Medicine,MD,24,1,10469,1,1,,,,,
1750516472,M,IN,MW,M.D.,Psychiatry,MD,0,0,24,1,0,,,,,
1750517835,F,AL,S,,Endocrinology,MD,0,0,394,1,0,,,,,
1750517843,M,CA,W,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,22,1,1,,,,,
1750519906,M,MA,NE,MD,Internal Medicine,MD,198,1,1441,1,1,,,,,
1750523692,M,NJ,NE,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,32,1,0,,,,,
1750524682,M,NY,NE,M.D.,Emergency Medicine,MD,19,1,0,0,1,,,,,
1750527669,F,CA,W,N.P,Nurse Practitioner,NP,0,0,279,1,1,,,,,
1750540316,M,CA,W,M.D.,Internal Medicine,MD,125,1,1056,1,1,,,,,
1750541488,M,MI,MW,PA-C,Physician Assistant,PA,23,1,0,0,1,,,,,
1750542056,M,OK,S,MD,Orthopedic Surgery,MD,23,1,0,0,1,,,,,
1750543849,M,MI,MW,D.O.,Family Practice,DO,91,1,556,1,1,,,,,
1750543963,M,OH,MW,M.D.,Medical Oncology,MD,84,1,424,1,1,,,,,
1750544425,M,MA,NE,M.D,Internal Medicine,MD,0,0,42,1,0,,,,,
1750545778,M,TX,S,"M.D., PH.D.",Pediatric Medicine,MD,0,0,11,1,0,,,,,
1750547113,F,WA,W,MD,Hematology/Oncology,MD,15,1,55,1,1,,,,,
1750549168,F,SC,S,M.D.,Internal Medicine,MD,203,1,3208,1,1,,,,,
1750552899,F,NY,NE,MD,Dermatology,MD,0,0,87,1,1,,,,,
1750553178,F,NC,S,"APRN-BC, ANP, FNP",Nurse Practitioner,NP,31,1,622,1,1,,,,,
1750557518,F,AL,S,M.D.,Pediatric Medicine,MD,422,1,8805,1,1,,,,,
1750557930,M,MN,MW,M.D.,Emergency Medicine,MD,78,1,81,1,1,,,,,
1750564589,F,VA,S,MD,Family Practice,MD,156,1,1198,1,1,,,,,
1750571790,F,FL,S,DDS,Dentist,DDS,0,0,14,1,0,,,,,
1750571873,F,NY,NE,FNP,Nurse Practitioner,NP,0,0,215,1,0,,,,,
1750573812,F,PA,NE,DO,Family Practice,DO,666,1,5160,1,1,,,,,
1750574190,M,AZ,W,M.D.,Otolaryngology,MD,23,1,175,1,1,,,,,
1750574927,F,MN,MW,MD,Rheumatology,MD,0,0,44,1,0,,,,,
1750577987,M,IN,MW,D.D.S.,Dentist,DDS,0,0,21,1,0,,,,,
1750578688,M,SC,S,P.A.,Physician Assistant,PA,30,1,23,1,1,,,,,
1750580288,M,CA,W,,Dentist,DDS,12,1,0,0,1,,,,,
1750581732,F,IL,MW,M.D.,Rheumatology,MD,78,1,363,1,1,,,,,
1750584710,M,TN,S,M.D.,General Surgery,MD,152,1,125,1,1,,,,,
1750585600,M,TX,S,M.D.,Physical Medicine and Rehabilitation,MD,777,1,506,1,1,,,,,
1750586707,M,TX,S,O.D.,Optometry,MD,0,0,60,1,0,,,,,
1750589644,M,NY,NE,D.D.S.,Dentist,DDS,0,0,17,1,0,,,,,
1750592895,F,OH,MW,M.D.,Obstetrics/Gynecology,MD,0,0,14,1,0,,,,,
1750607800,F,CA,W,MD,Internal Medicine,MD,49,1,217,1,1,,,,,
1750614244,F,MA,NE,NP,Nurse Practitioner,NP,80,1,2358,1,1,,,,,
1750624201,F,IL,MW,M.D.,Anesthesiology,MD,0,0,15,1,0,,,,,
1750628004,F,UT,W,PA,Physician Assistant,PA,0,0,162,1,0,,,,,
1750632964,F,AZ,W,PA-C,Physician Assistant,PA,0,0,118,1,0,,,,,
1750635876,F,CA,W,PA,Physician Assistant,PA,12,1,1041,1,1,,,,,
1750637930,F,NJ,NE,P.A.,Physician Assistant,PA,0,0,41,1,1,,,,,
1750642815,F,OH,MW,O.D.,Optometry,MD,0,0,47,1,0,,,,,
1750646717,F,TX,S,M.D.,Internal Medicine,MD,0,0,49,1,0,,,,,
1750647798,M,OH,MW,,Student in an Organized Health Care Education/Training Program,MD,0,0,132,1,1,,,,,
1750649430,M,NV,W,DDS,Dentist,DDS,0,0,31,1,0,,,,,
1750649455,M,WI,MW,MD,Psychiatry,MD,0,0,2733,1,0,,,,,
1750656971,M,ME,NE,MD,Emergency Medicine,MD,12,1,356,1,1,,,,,
1750658621,M,KY,S,FNP-BC,Nurse Practitioner,NP,89,1,742,1,1,,,,,
1750669925,M,MI,MW,M.D.,Emergency Medicine,MD,24,1,11,1,1,,,,,
1750677423,M,PA,NE,M.D.,Family Practice,MD,18,1,269,1,1,,,,,
1750679080,F,ND,MW,M.D.,Internal Medicine,MD,38,1,316,1,1,,,,,
1750682605,F,WA,W,ARNP FNP-BC,Nurse Practitioner,NP,41,1,62,1,1,,,,,
1750683181,M,NY,NE,M.D.,Plastic and Reconstructive Surgery,MD,0,0,16,1,1,,,,,
1750689097,F,KS,MW,ARNP,Nurse Practitioner,NP,26,1,142,1,1,,,,,
1750690061,M,FL,S,M.D.,Family Practice,MD,250,1,5259,1,1,,,,,
1750693644,M,OH,MW,PA-C,Physician Assistant,PA,92,1,57,1,1,,,,,
1750695037,M,KY,S,DDS,Dentist,DDS,0,0,20,1,0,,,,,
1750696498,F,MS,S,CNFP,Nurse Practitioner,NP,0,0,919,1,1,,,,,
1750698734,M,KY,S,ARNP,Nurse Practitioner,NP,88,1,1057,1,1,,,,,
1750709051,M,AZ,W,D.M.D.,Dentist,DDS,0,0,34,1,1,,,,,
1750709275,M,NY,NE,DDS,Dentist,DDS,0,0,44,1,0,,,,,
1750713335,F,MO,MW,NP-C,Nurse Practitioner,NP,47,1,1051,1,1,,,,,
1750716718,F,FL,S,ARNP,Nurse Practitioner,NP,0,0,318,1,0,,,,,
1750716809,F,OK,S,PA-C,Physician Assistant,PA,42,1,921,1,1,,,,,
1750720330,F,SC,S,,Nurse Practitioner,NP,14,1,929,1,1,,,,,
1750721155,F,VA,S,M.D.,Student in an Organized Health Care Education/Training Program,MD,34,1,0,0,1,,,,,
1750724191,F,OH,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,23,1,0,,,,,
1750725149,M,OH,MW,M.D,Student in an Organized Health Care Education/Training Program,MD,50,1,142,1,1,,,,,
1750781373,F,MI,MW,N.P.,Nurse Practitioner,NP,0,0,11,1,0,,,,,
1750786133,M,CA,W,PHARMD,Pharmacist,MD,0,0,14,1,0,,,,,
1750793576,F,KY,S,"APRN, FNP-C",Nurse Practitioner,NP,0,0,139,1,0,,,,,
1750795779,F,NC,S,D.M.D.,Dentist,DDS,12,1,46,1,1,,,,,
1760401756,F,GA,S,M.D.,Internal Medicine,MD,99,1,411,1,1,,,,,
1760402168,M,FL,S,D.P.M.,Podiatry,MD,12,1,16,1,1,,,,,
1760403026,M,OR,W,MD,Emergency Medicine,MD,27,1,50,1,1,,,,,
1760403513,M,VT,NE,MD,Psychiatry,MD,0,0,429,1,0,,,,,
1760405518,M,CA,W,DDS,Dentist,DDS,0,0,30,1,0,,,,,
1760406458,M,MS,S,MD,Hematology,MD,77,1,0,0,1,,,,,
1760409734,F,PA,NE,M.D.,Family Practice,MD,607,1,8157,1,1,,,,,
1760410526,M,AZ,W,DO,Urology,DO,62,1,2241,1,1,,,,,
1760411185,M,DE,S,M.D.,Colorectal Surgery (formerly proctology),MD,0,0,23,1,0,,,,,
1760411698,M,DE,S,M.D.,Cardiology,MD,0,0,2614,1,0,,,,,
1760411979,F,TX,S,MD,Pulmonary Disease,MD,0,0,820,1,0,,,,,
1760413652,M,MD,S,M.D.,Medical Oncology,MD,72,1,93,1,1,,,,,
1760413967,M,FL,S,MD,Family Practice,MD,191,1,10551,1,1,,,,,
1760414254,F,MO,MW,MD,Internal Medicine,MD,0,0,13,1,0,,,,,
1760414767,M,FL,S,MD,Pulmonary Disease,MD,0,0,364,1,0,,,,,
1760416747,M,MA,NE,M.D.,Internal Medicine,MD,66,1,1573,1,1,,,,,
1760416861,F,MI,MW,MD,Emergency Medicine,MD,33,1,181,1,1,,,,,
1760417372,M,PA,NE,MD,Dermatology,MD,0,0,74,1,0,,,,,
1760419634,M,OR,W,MD,Neurological Surgery,MD,0,0,37,1,0,,,,,
1760419907,M,IN,MW,MD,General Surgery,MD,35,1,143,1,1,,,,,
1760421085,M,WA,W,MD,Internal Medicine,MD,207,1,2930,1,1,,,,,
1760421648,M,WV,S,MD,Nephrology,MD,156,1,2438,1,1,,,,,
1760424683,F,CA,W,NP,Nurse Practitioner,NP,0,0,15,1,0,,,,,
1760425276,M,IL,MW,,Psychiatry,MD,0,0,291,1,0,,,,,
1760425664,F,TX,S,MD,Hematology/Oncology,MD,63,1,97,1,1,,,,,
1760425771,M,MD,S,DDS.FAGD,Dentist,DDS,0,0,14,1,0,,,,,
1760426266,M,MI,MW,M.D.,Nephrology,MD,186,1,3432,1,1,,,,,
1760426696,F,FL,S,M.D.,Family Practice,MD,0,0,1278,1,1,,,,,
1760429146,F,IL,MW,MD,Family Practice,MD,91,1,2084,1,1,,,,,
1760435960,M,AZ,W,M.D,Emergency Medicine,MD,33,1,38,1,1,,,,,
1760436422,M,NC,S,M.D.,Physical Medicine and Rehabilitation,MD,1275,1,1173,1,1,,,,,
1760437966,M,NY,NE,D.O.,Psychiatry,DO,0,0,1526,1,0,,,,,
1760438444,M,GA,S,M.D.,Allergy/Immunology,MD,0,0,1491,1,0,,,,,
1760439673,F,NY,NE,FNP,Nurse Practitioner,NP,0,0,408,1,0,,,,,
1760440200,F,NV,W,MD,Internal Medicine,MD,575,1,10849,1,1,,,,,
1760444293,M,TX,S,O.D.,Optometry,MD,0,0,46,1,0,,,,,
1760445027,F,OH,MW,"MD, MPH",Family Practice,MD,573,1,5325,1,1,,,,,
1760445530,M,MA,NE,M.D.,Orthopedic Surgery,MD,138,1,49,1,1,,,,,
1760446470,M,CA,W,MD,Family Practice,MD,233,1,3852,1,1,,,,,
1760446744,F,NY,NE,M.D.,Obstetrics/Gynecology,MD,0,0,31,1,0,,,,,
1760448013,M,AR,S,M.D.,Hematology/Oncology,MD,46,1,326,1,1,,,,,
1760448591,M,TN,S,MD,Internal Medicine,MD,539,1,11283,1,1,,,,,
1760450472,F,OK,S,MD,Internal Medicine,MD,1008,1,5469,1,1,,,,,
1760451181,F,TX,S,D.O.,Physical Medicine and Rehabilitation,DO,32,1,283,1,1,,,,,
1760452148,M,KS,MW,MD,Geriatric Medicine,MD,218,1,3753,1,1,,,,,
1760455257,F,MS,S,M.D.,Obstetrics/Gynecology,MD,0,0,134,1,0,,,,,
1760455869,M,MI,MW,"M.D., P.C.",Obstetrics/Gynecology,MD,0,0,14,1,0,,,,,
1760456552,F,NY,NE,MD,Obstetrics/Gynecology,MD,0,0,236,1,0,,,,,
1760457485,F,CT,NE,M.D.,Neuropsychiatry,MD,0,0,23,1,0,,,,,
1760457667,M,MO,MW,D.D.S.,Dentist,DDS,17,1,51,1,1,,,,,
1760458509,M,TX,S,M.D.,Obstetrics/Gynecology,MD,12,1,115,1,1,,,,,
1760458533,F,CA,W,M.D.,Internal Medicine,MD,0,0,210,1,1,,,,,
1760459754,M,CA,W,M.D.,Diagnostic Radiology,MD,0,0,87,1,0,,,,,
1760459861,M,FL,S,ARNP,Nurse Practitioner,NP,0,0,6116,1,0,,,,,
1760459978,M,OH,MW,MD,Internal Medicine,MD,802,1,17010,1,1,,,,,
1760460356,M,OH,MW,D.O,Family Practice,DO,283,1,4820,1,1,,,,,
1760460430,M,NY,NE,M.D.,Urology,MD,13,1,796,1,1,,,,,
1760461222,M,TN,S,M.D.,Emergency Medicine,MD,60,1,33,1,1,,,,,
1760461677,F,PA,NE,DPM,Podiatry,MD,0,0,45,1,0,,,,,
1760461727,M,WV,S,OD,Optometry,MD,0,0,93,1,0,,,,,
1760462964,M,MI,MW,D.O,Family Practice,DO,409,1,5350,1,1,,,,,
1760463335,M,MO,MW,DDS,Dentist,DDS,0,0,82,1,0,,,,,
1760463483,M,NY,NE,PA,Physician Assistant,PA,0,0,32,1,1,,,,,
1760464119,F,NM,W,MD,Family Practice,MD,64,1,2748,1,1,,,,,
1760464812,F,OR,W,MD,Otolaryngology,MD,30,1,214,1,1,,,,,
1760465496,M,CA,W,MD,Orthopedic Surgery,MD,123,1,69,1,1,,,,,
1760465850,M,OH,MW,MD,Otolaryngology,MD,29,1,598,1,1,,,,,
1760466023,M,PR,O,M.D.,Internal Medicine,MD,108,1,20003,1,1,,,,,
1760466312,F,CA,W,D.O.,Family Practice,DO,62,1,1520,1,1,,,,,
1760466759,F,VA,S,M.D.,Emergency Medicine,MD,340,1,4468,1,1,,,,,
1760469373,M,CA,W,MD,Family Practice,MD,97,1,1993,1,1,,,,,
1760469837,M,OH,MW,MD,Family Practice,MD,715,1,10361,1,1,,,,,
1760470975,M,NH,NE,MD,Internal Medicine,MD,446,1,8580,1,1,,,,,
1760472195,M,NC,S,M.D.,Family Practice,MD,976,1,14557,1,1,,,,,
1760472203,M,AK,W,M.D.,Family Practice,MD,22,1,889,1,1,,,,,
1760472419,M,LA,S,M.D.,Cardiology,MD,16,1,5351,1,1,,,,,
1760472930,M,PA,NE,DO,Internal Medicine,DO,154,1,8764,1,1,,,,,
1760473177,M,RI,NE,DMD,Oral Surgery (dentists only),DDS,86,1,12,1,1,,,,,
1760473185,M,GA,S,MD,Radiation Oncology,MD,0,0,16,1,0,,,,,
1760473631,F,WA,W,MD.,Obstetrics/Gynecology,MD,0,0,18,1,1,,,,,
1760473987,M,TN,S,MD,Orthopedic Surgery,MD,140,1,121,1,1,,,,,
1760474068,M,KY,S,MD,General Surgery,MD,0,0,955,1,1,,,,,
1760477400,M,AZ,W,N.M.D.,Naturopath,MD,0,0,11,1,0,,,,,
1760477509,M,OK,S,MD,Family Practice,MD,453,1,5337,1,1,,,,,
1760477640,M,OH,MW,DO,Cardiology,DO,0,0,4454,1,1,,,,,
1760478853,M,IN,MW,M.D.,Internal Medicine,MD,1438,1,18388,1,1,,,,,
1760479281,M,WA,W,M.D.,Urology,MD,100,1,506,1,1,,,,,
1760480123,M,CA,W,M.D.,Radiation Oncology,MD,15,1,26,1,1,,,,,
1760480438,F,NY,NE,M.D.,Family Medicine,MD,0,0,1094,1,0,,,,,
1760480883,F,MI,MW,MD,Family Practice,MD,94,1,1075,1,1,,,,,
1760482897,M,AZ,W,M.D.,Hand Surgery,MD,32,1,14,1,1,,,,,
1760483325,M,VA,S,M.D.,Cardiology,MD,0,0,2352,1,0,,,,,
1760484091,M,NY,NE,O.D.,Optometry,MD,0,0,38,1,0,,,,,
1760484216,M,KY,S,MD,Internal Medicine,MD,873,1,15288,1,1,,,,,
1760485072,M,OH,MW,DPM,Podiatry,MD,18,1,0,0,1,,,,,
1760485312,M,MO,MW,M.D,Obstetrics/Gynecology,MD,0,0,49,1,0,,,,,
1760485569,F,NH,NE,M.D.,Family Practice,MD,85,1,1043,1,1,,,,,
1760485650,F,OH,MW,M.D.,Family Practice,MD,163,1,3661,1,1,,,,,
1760486047,M,MA,NE,M.D.,Orthopedic Surgery,MD,566,1,194,1,1,,,,,
1760486419,M,CA,W,M.D.,Ophthalmology,MD,26,1,665,1,1,,,,,
1760488720,F,OH,MW,M.D.,Family Practice,MD,341,1,6996,1,1,,,,,
1760489710,F,PA,NE,MD,Dermatology,MD,0,0,139,1,0,,,,,
1760492748,M,CA,W,M.D.,Internal Medicine,MD,20,1,26,1,1,,,,,
1760492896,M,NY,NE,MD,Internal Medicine,MD,14,1,250,1,1,,,,,
1760492912,M,UT,W,M.D.,Ophthalmology,MD,0,0,79,1,0,,,,,
1760495477,M,OK,S,MD,Emergency Medicine,MD,96,1,402,1,1,,,,,
1760495972,M,MI,MW,D.D.S,Dentist,DDS,29,1,12,1,1,,,,,
1760496194,F,MI,MW,M.D.,Psychiatry,MD,0,0,635,1,0,,,,,
1760496327,M,PA,NE,MD,Plastic and Reconstructive Surgery,MD,42,1,17,1,1,,,,,
1760498182,F,TN,S,M.D.,Psychiatry,MD,0,0,1052,1,1,,,,,
1760512529,F,CO,W,MD,Family Practice,MD,324,1,1742,1,1,,,,,
1760514004,M,FL,S,M.D.,Psychiatry,MD,0,0,3468,1,0,,,,,
1760517775,M,MD,S,MD,Vascular Surgery,MD,16,1,33,1,1,,,,,
1760521058,F,TX,S,MD,General Surgery,MD,0,0,12,1,0,,,,,
1760521454,F,CA,W,MD,Internal Medicine,MD,13,1,236,1,1,,,,,
1760521587,M,CA,W,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1760524086,F,GA,S,DDS,Dentist,DDS,0,0,21,1,0,,,,,
1760524300,M,OH,MW,D.D.S.,Dentist,DDS,37,1,0,0,1,,,,,
1760526446,F,WA,W,P.A.,Physician Assistant,PA,0,0,13,1,0,,,,,
1760529234,F,MI,MW,D.D.S.,Dentist,DDS,0,0,18,1,0,,,,,
1760530885,F,NY,NE,DDS,Dentist,DDS,0,0,13,1,0,,,,,
1760533111,F,IL,MW,DDS,Dentist,DDS,0,0,12,1,0,,,,,
1760539597,M,MI,MW,M.D.,Anesthesiology,MD,227,1,77,1,1,,,,,
1760543813,M,CT,NE,MD,Emergency Medicine,MD,53,1,62,1,1,,,,,
1760544282,M,PA,NE,DDS,Oral & Maxillofacial Surgery,DDS,96,1,40,1,1,,,,,
1760546964,M,IN,MW,DDS,Dentist,DDS,50,1,26,1,1,,,,,
1760547830,M,TX,S,D.D.S.,Dentist,DDS,0,0,32,1,0,,,,,
1760549182,M,CA,W,M.D.,Internal Medicine,MD,487,1,289,1,1,,,,,
1760549778,F,PA,NE,P.A.-C,Physician Assistant,PA,0,0,217,1,1,,,,,
1760552673,M,FL,S,M.D,Internal Medicine,MD,175,1,1402,1,1,,,,,
1760553762,F,NY,NE,MD,Internal Medicine,MD,23,1,11,1,1,,,,,
1760554950,M,NY,NE,DR,Dentist,DDS,0,0,50,1,0,,,,,
1760555353,M,MI,MW,D.D.S.,Dentist,DDS,0,0,27,1,0,,,,,
1760557938,F,IN,MW,PA-C,Physician Assistant,PA,53,1,168,1,1,,,,,
1760558092,F,OH,MW,M.D.,Family Practice,MD,353,1,9227,1,1,,,,,
1760559744,M,TX,S,DDS,Dentist,DDS,0,0,32,1,0,,,,,
1760561740,F,MI,MW,M.D.,Internal Medicine,MD,194,1,5139,1,1,,,,,
1760561963,M,IA,MW,PA,Physician Assistant,PA,95,1,2549,1,1,,,,,
1760566079,M,CA,W,M.D,Thoracic Surgery (Cardiothoracic Vascular Surgery),MD,0,0,12,1,0,,,,,
1760566426,M,WA,W,DPM,Podiatry,MD,60,1,29,1,1,,,,,
1760566574,F,NC,S,MD,Family Practice,MD,0,0,2849,1,1,,,,,
1760566798,M,OH,MW,D.M.D.,Dentist,DDS,0,0,23,1,0,,,,,
1760566921,M,NY,NE,D.M.D.,Dentist,DDS,0,0,31,1,0,,,,,
1760567192,F,IL,MW,M.D.,Family Practice,MD,0,0,621,1,1,,,,,
1760569149,M,IN,MW,MD,Family Practice,MD,18,1,76,1,1,,,,,
1760569164,M,NY,NE,D.D.S.,Dentist,DDS,0,0,52,1,1,,,,,
1760569628,M,CA,W,MD,Internal Medicine,MD,75,1,3870,1,1,,,,,
1760570618,M,IL,MW,D.D.S.,Dentist,DDS,0,0,11,1,0,,,,,
1760573901,M,MA,NE,M.D.,Ophthalmology,MD,0,0,2051,1,0,,,,,
1760577621,F,TN,S,MSN CRNP,Internal Medicine,NP,145,1,4219,1,1,,,,,
1760577761,M,NJ,NE,MD,Internal Medicine,MD,294,1,5374,1,1,,,,,
1760578256,F,MA,NE,NP,Nurse Practitioner,NP,0,0,880,1,0,,,,,
1760579502,M,CO,W,MD,Interventional Pain Management,MD,58,1,34,1,1,,,,,
1760580955,M,WI,MW,M.D.,Pulmonary Disease,MD,24,1,2193,1,1,,,,,
1760581193,F,TN,S,MD,Infectious Disease,MD,0,0,29,1,0,,,,,
1760583652,F,IL,MW,MD,Family Practice,MD,354,1,11412,1,1,,,,,
1760583686,F,OH,MW,CNP,Nurse Practitioner,NP,144,1,5185,1,1,,,,,
1760584270,M,CA,W,MD,Ophthalmology,MD,0,0,587,1,0,,,,,
1760584502,F,LA,S,"APRN, PHD, CNS",Certified Clinical Nurse Specialist,NP,0,0,133,1,0,,,,,
1760586150,M,NC,S,M.D.,Orthopedic Surgery,MD,346,1,143,1,1,,,,,
1760587372,M,OR,W,M.D.,Urology,MD,48,1,1033,1,1,,,,,
1760590400,M,MD,S,M.D.,Internal Medicine,MD,939,1,10465,1,1,,,,,
1760590640,M,PA,NE,M.D.,Anesthesiology,MD,2509,1,2098,1,1,,,,,
1760591549,F,KY,S,DMD,Dentist,DDS,0,0,11,1,0,,,,,
1760592539,M,MI,MW,DDS,Dentist,DDS,0,0,68,1,1,,,,,
1760593032,M,IL,MW,M.D.,Family Practice,MD,484,1,7415,1,1,,,,,
1760593966,F,MD,S,D.O.,Family Practice,DO,0,0,415,1,1,,,,,
1760594386,M,CT,NE,MD,Rheumatology,MD,111,1,2815,1,1,,,,,
1760595243,M,KY,S,M.D.,Physical Medicine and Rehabilitation,MD,235,1,1349,1,1,,,,,
1760595334,M,PR,O,DMD,Dentist,DDS,0,0,20,1,0,,,,,
1760595565,M,MD,S,MD,Psychiatry,MD,0,0,869,1,0,,,,,
1760595821,M,FL,S,MD PA,Family Practice,MD,1436,1,36197,1,1,,,,,
1760597462,F,ID,W,PA-C,Physician Assistant,PA,0,0,25,1,0,,,,,
1760597785,M,NY,NE,MD,Otolaryngology,MD,0,0,817,1,1,,,,,
1760598197,M,KS,MW,M.D.,Pulmonary Disease,MD,0,0,1306,1,1,,,,,
1760603575,F,AR,S,APN,Nurse Practitioner,NP,298,1,6754,1,1,,,,,
1760603948,M,TX,S,M.D.,General Surgery,MD,87,1,33,1,1,,,,,
1760605356,M,NH,NE,DO,Rheumatology,DO,329,1,1647,1,1,,,,,
1760606891,F,KY,S,D.M.D.,Dentist,DDS,0,0,22,1,0,,,,,
1760609341,F,NY,NE,NPP,Nurse Practitioner,NP,0,0,3844,1,0,,,,,
1760611321,M,MA,NE,MD,Internal Medicine,MD,543,1,6138,1,1,,,,,
1760612980,F,NJ,NE,P.A.,Physician Assistant,PA,12,1,0,0,1,,,,,
1760614101,M,MI,MW,PA-C,Physician Assistant,PA,0,0,11,1,0,,,,,
1760615934,F,PA,NE,CRNP,Nurse Practitioner,NP,0,0,1248,1,1,,,,,
1760617450,F,PA,NE,MD,Physical Medicine and Rehabilitation,MD,13,1,73,1,1,,,,,
1760617716,M,FL,S,M.D.,Plastic and Reconstructive Surgery,MD,0,0,28,1,1,,,,,
1760618060,M,OH,MW,M.D.,Student in an Organized Health Care Education/Training Program,MD,0,0,144,1,0,,,,,
1760619621,F,TX,S,M.D.,Hematology/Oncology,MD,232,1,441,1,1,,,,,
1760626337,F,ID,W,M.D.,Nephrology,MD,0,0,17,1,0,,,,,
1760629299,M,NY,NE,M.D.,Internal Medicine,MD,32,1,359,1,1,,,,,
1760633739,F,PR,O,DMD,Dentist,DDS,0,0,28,1,0,,,,,
1760635825,F,NY,NE,PHYSICIAN ASSISTANT,Physician Assistant,PA,75,1,8053,1,1,,,,,
1760638597,F,AL,S,CRNP,Nurse Practitioner,NP,0,0,144,1,0,,,,,
1760638662,F,CA,W,MD,Neurology,MD,0,0,252,1,0,,,,,
1760640999,M,NY,NE,"M.D., PH.D.",Gastroenterology,MD,0,0,182,1,0,,,,,
1760641591,F,GA,S,M.D.,Psychiatry,MD,0,0,1388,1,0,,,,,
1760643803,F,MI,MW,M.D.,Internal Medicine,MD,0,0,85,1,0,,,,,
1760645758,M,NY,NE,PA,Physician Assistant,PA,114,1,124,1,1,,,,,
1760648026,F,WI,MW,D.O.,Family Practice,DO,24,1,80,1,1,,,,,
1760651285,M,FL,S,M.D.,Family Practice,MD,400,1,5684,1,1,,,,,
1760655203,M,NY,NE,D.O.,Student in an Organized Health Care Education/Training Program,DO,15,1,0,0,1,,,,,
1760658389,M,FL,S,MD,Internal Medicine,MD,183,1,5209,1,1,,,,,
1760659130,M,UT,W,DO,Family Practice,DO,684,1,4149,1,1,,,,,
1760659361,M,PA,NE,DMD,Dentist,DDS,0,0,21,1,0,,,,,
1760660211,F,OH,MW,CFNP,Nurse Practitioner,NP,59,1,43,1,1,,,,,
1760661078,F,DE,S,,Podiatry,MD,40,1,212,1,1,,,,,
1760670913,F,IL,MW,,Family Practice,MD,479,1,3651,1,1,,,,,
1760672992,F,NY,NE,"LPN, RN, ANP",Nurse Practitioner,NP,62,1,1593,1,1,,,,,
1760673115,M,UT,W,PA-C,Physician Assistant,PA,24,1,0,0,1,,,,,
1760676258,M,NM,W,DDS,Dentist,DDS,0,0,35,1,1,,,,,
1760677892,F,CA,W,M.D.,Neurology,MD,0,0,444,1,0,,,,,
1760681084,F,OR,W,MD,Family Practice,MD,131,1,3029,1,1,,,,,
1760682660,M,AZ,W,MD,Surgery,MD,13,1,0,0,1,,,,,
1760682769,F,CA,W,MD,Otolaryngology,MD,0,0,105,1,0,,,,,
1760686901,M,MI,MW,MD,Emergency Medicine,MD,35,1,95,1,1,,,,,
1760687131,M,GA,S,MD,Internal Medicine,MD,96,1,2022,1,1,,,,,
1760687727,M,VA,S,M.D.,General Surgery,MD,23,1,0,0,1,,,,,
1760689319,F,GA,S,M.D.,Family Practice,MD,70,1,2512,1,1,,,,,
1760690838,M,DE,S,D.O.,Family Practice,DO,13,1,0,0,1,,,,,
1760695779,F,IL,MW,MD,Family Practice,MD,0,0,104,1,0,,,,,
1760696488,F,CA,W,"RN, NP",Nurse Practitioner,NP,171,1,864,1,1,,,,,
1760696967,F,NE,MW,D.O.,Nephrology,DO,16,1,433,1,1,,,,,
1760702906,M,IN,MW,D.D.S.,Dentist,DDS,0,0,21,1,0,,,,,
1760707152,F,CA,W,MD,Psychiatry,MD,0,0,177,1,0,,,,,
1760707608,M,CO,W,M.D.,Family Practice,MD,179,1,1495,1,1,,,,,
1760709380,F,OH,MW,MD,Anesthesiology,MD,0,0,12,1,0,,,,,
1760709596,M,LA,S,M.D.,Family Practice,MD,34,1,205,1,1,,,,,
1760720270,M,IN,MW,M.D.,Internal Medicine,MD,0,0,13,1,0,,,,,
1760720833,F,WI,MW,APNP,Nurse Practitioner,NP,14,1,60,1,1,,,,,
1760725998,F,NJ,NE,PA-C,Physician Assistant,PA,0,0,22,1,1,,,,,
1760726418,M,MI,MW,M.D.,General Surgery,MD,14,1,0,0,1,,,,,
